lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
104,1,65.67,4,11,4,5,1,0,0,1
1,0,109.0,7,29,4,1,0,3,0,1
78,0,107.1,7,4,4,2,1,3,0,0
133,0,108.0,10,2,4,1,2,3,0,0
135,2,90.0,11,5,4,1,1,0,0,1
6,1,180.0,8,7,4,2,2,0,0,1
199,1,106.2,4,29,4,2,1,0,0,0
13,0,154.0,12,6,4,3,0,0,3,1
4,1,80.3,1,12,4,3,0,0,0,1
128,0,103.5,7,7,4,3,0,3,0,0
103,0,70.03,4,17,4,2,2,0,3,1
19,1,119.0,6,26,4,1,2,3,0,1
40,2,94.5,10,5,4,2,1,0,0,1
79,1,90.95,4,12,4,5,0,0,0,1
1,1,63.75,12,2,4,2,0,0,0,1
241,1,101.79,9,2,4,2,2,0,3,0
0,0,124.0,8,18,4,1,0,0,0,1
92,0,65.0,10,7,3,4,0,0,0,1
91,1,90.45,10,30,4,2,2,0,0,1
9,1,80.47,10,30,4,0,2,3,0,1
35,1,127.44,9,5,4,3,1,0,0,1
66,1,106.5,11,10,4,3,0,3,0,1
32,1,89.3,2,5,4,2,0,0,3,1
37,0,76.5,3,11,4,2,2,0,0,0
123,0,99.45,6,30,4,3,1,0,0,0
115,0,104.4,10,27,4,2,0,0,3,0
33,1,162.45,3,18,4,2,0,0,5,1
124,1,94.5,5,5,4,3,0,3,0,0
62,2,109.8,9,3,4,1,2,0,0,1
12,1,111.0,2,12,4,3,2,0,0,1
1,1,110.0,6,2,2,2,0,0,0,1
0,2,88.0,12,28,4,1,0,3,0,1
66,0,150.22,11,6,4,3,2,1,0,0
6,0,81.0,2,20,4,1,1,3,0,1
90,0,88.74,12,26,4,4,1,3,0,0
2,0,159.07,9,14,2,2,0,0,5,1
197,0,128.7,10,29,4,1,2,0,3,0
10,1,63.58,3,10,3,3,1,0,0,1
172,0,72.25,7,26,3,5,1,0,0,1
14,1,109.0,11,2,4,1,0,3,0,1
1,1,137.0,4,4,4,1,1,0,3,1
20,0,85.0,3,6,4,1,2,0,0,0
3,0,81.0,2,14,4,2,2,3,0,1
139,1,130.5,8,9,4,5,0,0,0,1
70,0,127.8,7,31,4,0,1,0,3,0
123,0,97.33,7,2,4,2,2,0,0,0
46,2,128.6,11,19,4,1,2,0,0,1
0,1,45.0,2,15,3,1,1,0,3,1
124,0,114.3,8,7,4,1,2,0,0,0
209,1,81.9,12,8,4,3,0,0,0,1
14,0,151.0,7,1,4,1,0,0,0,0
85,3,125.1,5,13,4,1,0,3,0,1
82,2,89.25,9,5,4,1,0,0,0,1
5,1,159.0,9,19,4,0,1,0,0,1
195,0,158.95,7,18,4,3,1,0,5,0
19,0,69.0,12,5,4,3,2,0,0,1
57,1,158.4,10,17,4,3,1,0,3,1
126,2,144.5,7,13,4,4,1,1,3,1
254,1,98.25,10,13,4,2,0,0,0,0
0,0,88.0,1,7,4,1,0,0,0,1
74,2,168.3,5,21,4,1,0,0,0,1
53,0,85.0,3,29,3,5,0,0,0,1
56,3,133.1,3,20,4,3,2,0,3,1
114,1,106.74,4,30,4,5,2,0,3,0
30,1,116.1,5,11,4,2,0,3,0,1
101,0,142.2,7,22,4,2,0,0,3,0
60,1,62.18,10,9,4,2,0,0,0,1
0,1,65.0,3,14,2,2,1,0,0,1
6,0,67.0,9,26,2,0,1,0,0,1
16,0,77.53,12,22,4,3,2,0,3,1
73,1,67.5,3,17,4,1,0,3,0,1
98,1,121.5,7,15,4,2,1,0,0,1
148,0,127.8,8,21,4,2,2,0,3,1
116,0,108.9,5,7,4,1,0,0,0,0
4,2,90.5,8,18,4,4,0,0,0,1
199,1,74.8,12,23,4,2,2,3,0,0
67,2,183.6,9,8,4,4,2,1,3,1
346,2,146.59,12,26,4,8,3,0,5,0
135,1,130.5,8,13,4,1,0,0,0,1
141,2,168.3,9,5,4,2,1,0,3,1
108,0,67.15,4,28,4,1,0,0,0,1
13,0,131.89,12,2,4,4,2,0,3,1
46,0,60.0,1,22,3,2,1,0,0,1
8,0,94.24,10,29,4,3,1,3,0,1
9,2,131.0,5,31,4,1,0,0,0,1
199,0,80.75,8,3,4,5,2,3,0,0
28,0,75.0,10,29,3,2,0,0,0,1
29,2,77.5,3,9,4,3,0,0,1,1
3,1,95.0,11,19,4,1,0,3,0,0
162,1,120.82,8,14,4,5,2,0,0,0
2,0,79.0,2,13,4,1,0,3,0,0
125,0,114.3,8,8,4,4,1,0,0,0
4,0,83.93,4,15,4,2,1,3,0,0
1,1,90.33,1,17,4,4,2,0,0,1
1,0,85.0,2,12,3,2,1,0,0,1
94,1,125.1,4,28,4,2,0,0,3,1
73,1,84.3,3,17,4,3,0,0,0,0
21,1,118.0,9,7,4,1,0,3,0,1
52,0,139.5,10,10,4,9,3,0,3,0
27,2,145.28,3,28,4,3,1,0,0,1
7,2,241.0,5,25,4,2,0,0,5,1
139,1,96.3,7,4,4,0,1,0,0,1
2,1,109.0,12,3,4,1,2,0,0,1
25,0,87.33,12,27,3,5,1,0,0,1
8,0,114.75,5,24,4,1,0,0,0,1
125,1,84.58,7,18,3,5,2,1,0,1
62,1,118.8,7,24,4,2,2,0,3,1
50,0,181.8,8,30,4,3,0,0,5,1
57,1,75.33,6,10,3,2,1,0,0,1
7,1,82.4,3,17,3,1,0,0,0,1
132,1,70.44,6,27,4,2,1,0,0,1
45,2,94.5,10,20,4,1,0,0,0,1
108,0,94.5,7,13,4,4,0,3,0,1
28,0,126.0,10,3,4,0,1,3,0,0
5,1,86.6,11,17,3,2,0,0,0,1
12,0,95.0,4,19,4,1,0,0,0,1
57,1,132.6,5,15,4,3,2,0,3,1
92,0,101.52,5,30,3,2,1,0,0,1
7,1,86.78,1,28,4,3,0,0,3,1
75,0,0.0,7,18,4,2,1,0,0,1
109,0,86.9,6,27,4,1,1,0,3,0
19,2,150.43,4,15,4,5,2,0,3,0
7,0,75.2,11,24,4,1,0,0,0,1
10,2,195.0,9,30,4,1,0,0,3,1
34,1,129.6,3,15,4,5,0,1,3,1
116,0,57.0,3,5,3,5,2,0,0,1
142,0,101.15,9,4,3,1,2,0,4,1
15,1,116.0,8,31,4,4,0,0,3,1
258,0,96.3,10,29,4,1,2,0,0,0
26,1,96.9,11,13,4,2,2,0,3,0
4,1,183.0,9,16,4,2,0,0,0,1
193,0,70.44,7,9,4,1,2,0,0,0
16,2,105.4,12,21,4,1,0,0,0,1
4,0,100.0,12,4,3,0,1,0,0,1
24,0,80.0,11,13,3,1,2,0,0,1
202,1,96.3,7,29,4,1,0,0,0,0
132,0,89.76,10,7,3,2,1,0,0,1
70,0,75.95,3,3,4,3,2,0,0,1
0,0,79.0,1,28,4,1,0,0,0,1
41,1,87.54,10,14,4,4,0,0,3,1
0,0,0.0,12,31,1,1,0,0,0,1
37,0,89.4,5,7,4,1,0,3,0,1
3,0,95.0,6,20,3,3,1,0,0,1
33,1,157.5,10,5,4,4,0,0,3,0
100,2,210.6,5,15,4,0,2,1,3,0
82,2,123.0,10,21,4,4,2,0,3,0
0,0,114.0,10,18,4,0,1,0,0,1
69,1,159.3,5,14,4,1,2,0,0,1
135,1,155.7,8,9,4,3,0,0,3,1
73,1,87.3,4,5,4,1,0,0,0,1
90,1,102.25,7,13,3,3,0,1,0,1
73,1,96.9,12,25,4,2,2,0,3,1
1,1,71.69,12,24,4,1,1,0,0,1
44,1,99.1,6,19,4,0,1,0,0,1
231,0,86.63,8,11,4,2,0,0,1,0
9,0,54.9,1,18,4,4,1,3,0,1
16,1,131.0,7,28,4,2,0,0,0,0
23,1,95.83,6,18,4,1,2,0,0,1
58,0,88.2,3,24,4,1,0,3,0,0
204,3,76.5,8,12,4,4,0,0,0,1
5,0,129.65,10,28,4,4,2,0,3,1
87,1,117.9,8,14,4,1,2,0,0,0
54,0,148.33,2,28,4,2,2,0,5,0
119,2,129.6,9,22,4,3,0,0,0,1
179,0,182.26,6,8,4,5,2,0,5,0
103,0,63.58,3,24,3,3,0,0,0,1
1,0,96.0,8,29,4,1,2,0,0,1
10,1,90.0,8,18,4,5,0,0,0,1
186,1,90.95,7,21,4,3,1,0,0,1
18,0,101.0,4,3,4,0,2,0,0,0
113,1,92.65,6,27,4,4,1,0,0,1
22,1,133.0,9,27,4,2,0,0,0,1
16,0,89.22,4,8,4,3,2,0,3,1
18,1,140.0,10,29,4,1,2,0,0,0
148,0,96.3,8,22,4,4,1,0,0,0
132,1,96.56,8,10,3,5,2,0,3,1
9,2,243.0,10,7,4,2,0,1,3,1
63,0,94.5,4,21,4,3,0,3,0,0
36,1,116.1,5,21,4,1,1,3,0,1
27,0,177.0,4,29,4,2,1,0,3,0
40,3,153.6,8,27,4,1,2,0,3,1
8,0,120.0,11,5,3,1,0,0,0,1
14,0,0.0,9,17,4,2,0,1,0,1
35,1,108.0,11,2,4,3,0,0,0,1
65,1,88.0,11,11,4,1,0,3,0,1
1,2,106.0,8,25,4,1,0,0,0,1
128,2,162.0,9,24,4,3,2,0,3,1
9,0,141.0,3,22,4,3,0,0,0,1
28,0,95.0,4,18,4,0,1,0,0,0
185,0,116.1,9,15,4,3,0,3,0,0
23,1,130.0,9,8,4,2,0,0,0,1
16,0,79.75,11,20,2,4,2,0,0,1
70,0,86.4,3,27,4,4,2,0,4,0
11,1,75.92,3,1,4,2,0,0,0,1
19,1,134.0,9,17,4,1,1,3,0,0
138,0,104.55,8,4,4,3,2,0,0,0
11,0,62.0,3,16,3,3,0,0,1,1
41,0,74.88,10,27,4,4,0,0,0,1
64,0,94.5,4,12,4,3,0,3,0,0
103,0,97.92,9,6,3,3,0,1,0,1
183,0,98.1,10,11,4,1,0,3,0,0
112,0,58.9,3,21,4,2,1,3,1,1
178,0,88.77,8,25,4,3,0,0,1,0
94,0,168.3,9,5,4,0,1,0,3,0
163,0,115.0,10,15,3,1,0,0,0,0
221,0,80.0,8,12,4,1,0,0,0,0
31,1,69.5,2,6,4,1,2,3,0,1
60,0,121.5,4,30,4,1,1,0,0,0
95,2,77.86,12,7,4,4,0,0,1,1
29,0,67.5,8,16,3,2,0,3,0,1
195,0,72.0,12,4,3,4,2,0,0,1
6,0,72.0,1,29,3,2,2,0,0,1
77,1,96.3,4,25,4,1,1,0,0,1
0,1,135.0,3,26,4,1,0,3,0,1
60,0,71.4,9,12,4,2,2,0,0,1
118,0,63.75,8,20,3,1,0,0,0,0
0,2,147.0,6,22,4,1,0,0,3,1
45,0,80.3,1,23,4,1,1,0,0,1
54,1,88.4,12,24,4,2,2,0,0,1
70,1,96.3,4,4,4,2,1,0,0,1
16,1,123.33,10,1,4,3,0,0,3,1
118,2,110.8,12,28,4,4,1,0,0,1
108,2,116.0,3,19,4,1,2,0,3,0
17,0,171.0,2,23,4,4,0,0,5,1
17,0,108.0,3,4,4,1,0,0,3,1
37,1,80.3,2,10,4,4,1,0,0,1
0,1,95.4,3,13,4,1,2,0,3,1
67,1,128.7,4,3,4,1,2,0,3,0
208,0,96.3,10,22,4,3,2,0,0,0
37,0,126.9,4,29,4,2,2,0,0,0
56,0,55.38,3,2,3,4,1,0,0,1
135,1,99.0,7,5,4,2,0,3,0,1
1,1,96.0,3,23,4,1,0,0,0,1
14,0,79.25,1,21,4,3,0,0,1,1
164,0,99.45,5,2,4,3,1,0,0,0
99,0,130.5,7,21,4,1,0,0,0,0
12,1,132.39,12,10,4,2,2,0,3,1
79,1,76.5,7,2,4,3,0,0,0,0
135,0,89.25,7,26,4,4,0,3,0,0
102,3,152.1,8,19,4,2,1,0,3,1
14,0,55.0,12,3,3,5,2,0,0,1
7,0,78.3,1,16,4,1,2,0,0,1
12,0,65.0,10,19,2,1,0,0,0,1
54,0,187.85,4,29,4,4,2,0,5,0
12,1,147.2,9,14,4,4,1,0,3,1
20,1,145.0,9,24,4,3,2,0,0,1
157,2,217.6,8,19,4,3,2,1,5,0
104,0,126.9,6,9,4,3,0,0,0,0
41,2,137.7,7,17,4,1,2,0,0,1
55,1,91.51,9,10,4,1,2,3,0,1
25,0,152.0,12,25,4,0,2,1,3,0
115,1,96.33,9,23,4,2,1,3,0,1
31,0,104.64,10,2,4,1,2,0,0,1
70,0,97.33,4,22,4,2,2,0,0,1
0,1,130.0,10,12,4,2,0,3,0,1
31,1,88.4,11,13,4,2,2,0,0,1
15,2,146.0,12,30,4,2,0,0,3,1
22,0,213.0,10,10,4,3,1,0,3,0
335,2,90.0,10,13,3,3,0,0,0,1
23,1,119.0,10,20,4,2,0,3,0,0
355,0,87.31,12,26,4,5,2,0,3,0
1,0,107.0,4,19,3,2,0,0,3,1
21,3,124.25,8,29,4,3,1,0,0,1
96,1,132.6,5,12,4,3,2,0,3,0
92,0,90.0,11,2,4,4,1,0,0,1
27,0,135.87,5,20,4,4,2,0,3,0
240,0,106.2,6,9,4,3,0,0,0,0
83,2,94.36,11,11,4,3,2,0,0,1
27,0,65.0,6,29,2,1,0,0,0,1
94,0,146.7,6,30,4,2,0,0,3,0
6,0,65.0,10,12,2,0,1,0,0,1
42,1,126.0,3,5,4,1,2,1,3,1
33,2,107.58,10,17,4,4,2,0,1,0
117,1,110.0,6,5,3,2,2,0,0,1
17,1,102.0,12,29,4,3,1,3,0,1
33,1,181.8,9,2,4,2,2,0,5,0
36,2,153.0,10,9,4,2,2,0,3,1
167,0,94.5,7,29,4,2,0,3,0,0
181,1,120.0,10,11,4,2,0,0,0,0
6,2,129.0,9,12,4,0,1,3,0,1
122,0,75.0,6,9,3,3,1,0,0,1
110,1,108.0,10,12,4,1,0,3,0,0
2,0,169.0,9,21,2,1,0,0,0,0
163,0,90.95,8,29,3,2,1,0,3,1
210,2,96.3,7,31,4,0,2,0,0,0
3,0,114.67,3,7,4,5,1,0,0,1
5,1,111.0,7,20,4,1,0,0,0,1
22,0,97.6,8,31,4,2,0,0,0,1
56,1,60.0,11,6,3,2,1,0,3,1
214,0,120.9,9,29,4,3,0,0,0,0
2,0,127.0,6,28,4,1,0,3,0,1
7,3,79.0,12,19,2,3,1,0,0,1
91,2,118.8,7,16,4,1,2,0,3,1
42,1,98.36,10,26,4,5,2,0,0,1
1,0,85.0,9,29,2,1,0,0,0,1
215,1,106.25,8,29,4,3,1,0,0,0
26,1,117.0,4,21,4,1,0,0,0,1
259,0,90.0,5,5,3,3,0,0,0,0
105,2,132.3,10,6,4,5,2,0,3,1
24,0,79.2,6,13,4,1,1,3,0,1
109,1,66.49,10,25,4,3,0,0,0,1
14,1,114.0,9,16,4,1,0,0,0,1
117,0,96.05,4,6,4,4,1,0,3,1
112,1,134.1,9,23,4,2,1,3,0,0
156,1,105.3,7,26,4,1,0,0,0,0
233,0,100.3,6,23,4,3,1,3,0,0
53,1,67.5,12,25,4,1,0,3,0,1
164,0,76.46,8,24,4,3,0,0,0,0
149,0,99.45,5,6,4,2,2,0,0,0
10,0,110.0,9,30,0,1,0,0,3,0
4,1,139.0,8,28,4,0,1,0,0,1
77,1,111.72,3,22,4,5,2,0,5,1
52,0,98.82,9,4,4,0,1,0,0,0
151,2,162.0,9,23,4,2,2,0,3,0
0,1,158.0,8,18,4,1,0,3,0,0
81,1,85.0,11,29,4,0,1,0,0,0
44,0,135.4,5,27,2,2,2,0,4,0
8,0,64.4,3,9,3,2,0,0,0,1
22,0,146.0,12,31,4,2,0,0,3,1
1,1,130.0,5,28,4,1,1,0,0,1
0,1,100.0,1,25,4,3,1,0,0,1
130,0,79.2,11,12,4,1,1,3,0,0
78,1,169.91,12,29,3,3,1,0,0,1
9,0,77.25,1,17,4,0,2,0,1,1
57,1,68.61,6,20,4,2,1,3,0,1
68,0,92.83,6,18,4,1,2,0,0,0
85,1,108.3,6,26,4,4,2,0,0,1
41,0,150.3,6,8,4,4,0,0,3,0
0,0,126.0,9,12,4,1,1,0,0,0
42,0,93.6,3,22,4,1,0,0,0,1
46,1,60.0,1,15,3,2,1,0,0,1
1,1,226.17,10,2,4,2,1,0,5,1
72,2,149.4,5,2,4,1,1,0,3,1
0,0,95.0,6,20,0,3,1,0,0,1
5,2,77.25,12,19,4,1,0,0,1,1
1,1,120.0,12,29,4,2,0,3,0,1
1,1,102.0,2,25,4,2,0,0,0,1
16,0,75.99,12,7,4,8,2,3,0,1
134,0,124.2,11,13,4,1,2,1,0,0
0,1,139.5,10,12,4,2,0,0,3,1
31,1,71.1,3,17,4,1,0,3,0,1
6,1,141.0,6,27,4,3,1,0,0,1
113,0,126.65,5,18,4,4,1,3,0,0
0,2,121.0,7,29,4,1,0,0,0,1
118,0,120.0,6,6,3,2,1,0,0,1
144,0,75.0,7,1,3,2,1,0,0,0
2,1,89.0,5,9,4,0,1,3,0,1
44,1,99.0,8,31,4,3,0,3,0,1
14,1,151.0,7,3,4,2,2,0,0,1
8,0,86.6,6,26,3,0,1,3,0,1
16,2,111.35,5,29,4,2,2,0,3,1
4,0,92.0,3,7,3,0,1,1,0,1
0,1,65.0,8,1,2,0,1,0,0,1
87,3,91.0,11,13,4,2,2,0,0,1
60,3,88.4,12,23,4,2,2,0,0,1
65,0,68.0,12,17,3,1,2,0,0,1
90,0,48.6,7,7,4,15,5,3,0,0
87,0,95.0,6,11,3,2,2,0,0,1
107,1,63.75,8,9,3,4,2,0,0,0
2,0,94.0,10,30,0,0,2,0,3,1
63,1,141.3,6,19,4,1,2,0,3,1
9,0,65.0,12,10,2,1,0,0,0,1
0,0,178.0,3,25,4,1,0,0,0,1
66,0,149.4,9,15,4,2,0,0,3,0
89,0,162.3,4,9,4,1,2,0,5,1
116,1,202.74,8,12,4,1,0,0,6,0
51,0,85.5,6,26,3,1,2,0,0,1
16,1,134.8,6,27,4,0,1,0,0,1
38,0,75.8,2,21,3,2,2,0,3,1
99,0,90.95,6,4,3,1,0,0,3,1
1,0,95.0,9,6,2,1,0,0,0,1
26,1,87.78,12,5,4,1,1,0,3,1
23,0,89.0,4,18,4,1,1,3,0,0
240,1,99.45,8,19,4,7,3,0,3,0
34,0,81.0,6,19,4,1,2,0,0,0
1,0,60.0,8,5,2,3,0,0,0,0
10,0,79.0,3,7,4,2,1,3,0,0
60,1,102.68,6,9,3,1,0,0,4,1
192,0,19.15,9,25,3,3,2,0,0,0
35,1,125.1,8,10,4,1,0,3,0,0
8,1,65.0,3,30,2,5,2,0,0,1
0,0,120.0,10,13,4,1,0,3,0,1
11,1,80.3,1,20,4,2,0,0,0,1
14,0,79.0,11,29,2,1,0,0,0,1
143,0,85.5,8,26,4,2,2,3,0,0
199,0,119.0,12,28,4,4,2,0,3,1
33,0,85.5,9,10,3,1,1,3,0,1
10,0,215.0,5,13,4,3,2,0,5,0
232,2,91.8,12,1,4,3,0,0,3,1
65,0,96.3,3,28,4,2,1,0,0,1
1,0,70.0,8,11,2,1,0,0,0,1
95,1,102.1,5,12,4,3,2,0,3,1
5,1,96.0,12,15,4,3,0,0,0,1
2,1,89.0,5,8,4,0,1,3,0,1
155,1,83.12,8,9,4,4,0,0,0,1
23,1,108.57,5,2,4,2,1,0,0,1
28,1,116.25,9,5,4,3,1,0,0,1
36,0,85.0,10,20,3,3,0,0,0,1
29,1,104.0,11,30,4,4,2,0,0,1
79,0,149.4,8,19,4,2,0,0,3,0
0,0,65.0,4,13,2,1,0,0,0,1
8,0,73.9,1,12,4,2,0,0,0,1
37,1,126.0,10,2,4,1,2,0,0,1
43,2,150.3,7,3,4,2,2,0,3,1
160,0,106.75,8,8,4,5,2,3,0,0
93,1,80.75,6,3,3,2,0,0,0,1
23,0,136.0,3,26,4,2,2,0,0,0
28,0,130.33,12,31,4,3,0,0,3,0
213,0,110.7,12,17,4,1,0,0,3,1
189,1,103.7,7,30,4,3,2,0,3,0
4,0,99.33,8,18,4,10,2,0,0,0
129,0,109.8,8,25,4,2,0,0,3,1
155,0,186.3,8,16,4,2,0,0,5,0
15,4,0.0,8,28,1,1,0,0,1,1
126,2,129.6,9,23,4,3,2,0,0,1
11,1,148.0,9,5,4,3,1,0,0,1
105,0,99.28,8,7,3,0,1,0,3,0
8,1,91.0,6,23,4,1,0,0,0,1
4,0,159.0,10,10,2,2,1,0,0,1
107,1,144.0,6,10,3,2,0,0,0,0
69,1,99.3,4,17,4,1,2,0,0,1
66,0,149.4,9,8,4,3,1,0,3,0
44,3,133.44,10,18,4,5,0,0,3,1
199,0,140.0,11,16,4,2,0,0,3,0
95,0,59.5,11,6,3,3,2,3,0,1
116,2,172.85,12,24,4,3,2,1,3,1
1,0,183.0,6,8,4,2,0,1,3,1
1,0,110.19,8,4,4,1,0,0,0,1
117,0,123.3,10,29,4,1,0,0,3,1
98,0,119.85,5,21,4,2,2,0,0,1
44,0,99.0,8,30,4,3,0,3,0,0
176,0,143.1,9,15,4,3,0,0,0,0
4,2,170.0,9,12,4,1,1,0,3,1
110,0,85.75,5,17,3,7,2,0,0,1
17,1,101.0,6,13,4,0,1,0,0,1
56,2,123.98,9,5,4,3,1,0,3,1
51,0,75.0,11,4,3,2,0,0,0,1
122,3,144.9,9,7,4,4,2,0,3,1
47,0,198.9,5,6,4,2,0,0,5,0
52,1,79.5,2,26,4,2,1,3,0,0
130,1,104.4,5,5,4,3,0,0,0,1
32,1,75.0,10,23,3,2,1,0,3,1
74,1,89.3,3,10,4,3,0,0,3,1
118,0,99.45,7,15,4,3,2,0,0,0
40,1,57.6,11,20,4,2,2,3,0,1
87,0,78.3,3,20,4,1,2,0,0,0
0,2,81.6,12,14,4,5,2,0,0,1
109,0,0.0,10,3,1,1,1,0,0,1
97,1,125.1,9,6,4,4,0,3,0,1
255,0,62.64,12,27,3,3,0,0,0,1
220,0,89.27,6,2,4,3,0,0,0,0
110,1,139.95,7,22,4,2,2,0,3,1
53,2,85.85,3,28,4,4,1,0,0,1
253,1,140.4,10,7,4,2,1,0,3,0
134,1,94.5,7,17,4,0,1,3,0,0
51,1,63.75,3,10,4,3,1,3,0,1
141,2,119.0,8,4,4,3,1,0,0,1
201,0,82.45,8,6,3,3,2,0,3,1
14,1,118.0,2,25,3,3,0,0,0,1
10,3,89.89,11,27,4,2,2,0,0,1
46,0,98.0,12,5,3,3,1,1,0,1
35,1,70.03,2,25,4,3,0,3,0,1
5,0,56.0,1,5,3,5,0,0,0,1
69,1,80.75,4,4,4,3,1,3,0,1
101,1,90.3,4,6,4,3,0,0,0,1
87,1,166.85,7,5,4,2,0,0,3,1
49,2,113.4,10,5,4,2,0,0,0,1
16,0,95.0,6,16,2,1,0,0,0,1
44,1,66.29,2,21,4,5,2,3,0,1
6,1,69.0,5,31,2,3,0,0,0,1
67,1,95.4,12,5,4,1,2,3,0,1
177,1,72.25,6,30,3,3,0,0,0,1
119,0,112.5,6,28,4,1,0,0,0,0
13,1,119.0,6,28,4,1,0,3,0,1
20,1,112.25,8,29,4,3,1,3,0,1
18,0,148.5,4,25,4,0,1,0,0,0
1,0,108.0,9,4,3,1,0,1,0,1
104,0,74.8,11,22,4,5,0,0,0,0
78,1,107.1,7,17,4,3,2,0,0,1
70,2,130.05,4,10,4,3,2,0,3,1
125,2,177.3,8,20,4,1,1,0,5,1
124,1,72.25,12,17,4,3,0,0,0,0
78,0,105.0,4,26,3,4,0,1,0,1
25,1,80.85,10,4,4,1,2,0,0,1
67,0,117.6,10,19,4,4,0,0,3,0
145,0,99.9,8,23,4,5,0,0,0,0
90,0,81.62,4,21,3,3,0,0,0,1
144,1,177.65,5,27,4,2,2,0,5,0
24,1,130.0,2,27,4,1,0,0,3,1
35,1,85.0,10,28,3,2,1,0,0,1
189,1,99.45,7,17,4,3,2,0,3,1
50,0,75.0,3,29,3,3,0,0,0,1
137,0,105.3,5,5,4,3,0,0,0,0
10,0,80.0,3,14,3,2,1,0,0,1
33,0,108.0,10,2,4,1,2,3,0,1
79,2,114.0,11,25,4,2,0,0,3,1
86,1,123.3,10,25,4,4,0,0,3,1
38,0,103.95,3,20,4,2,2,0,3,1
0,2,103.5,10,4,4,3,0,0,0,1
39,0,72.2,2,28,4,2,2,3,0,1
0,0,95.94,5,17,4,1,0,3,0,1
18,1,128.0,6,23,4,1,0,0,3,1
195,0,71.22,12,2,4,2,0,0,1,0
10,0,90.0,10,9,3,0,2,0,0,1
63,0,80.1,3,28,4,1,1,3,0,0
39,1,77.5,3,4,4,2,0,0,0,1
107,1,87.67,6,13,4,3,1,0,0,1
1,0,77.71,6,17,4,2,0,3,0,1
2,2,100.1,8,17,4,1,0,0,0,1
15,1,75.0,1,21,4,1,0,3,0,1
196,0,68.0,8,1,3,5,2,0,0,1
7,3,103.18,10,3,4,2,1,3,0,1
0,0,85.0,11,12,4,2,0,0,0,1
49,1,73.95,3,9,4,4,1,0,0,1
54,2,123.3,10,25,4,1,0,0,0,1
20,1,90.86,5,29,4,2,2,0,0,1
87,1,70.03,3,24,4,3,1,0,0,1
234,0,80.75,8,31,4,4,0,3,0,0
91,0,67.95,3,21,4,3,1,3,0,1
19,0,96.0,9,17,4,1,0,3,0,1
25,1,100.0,11,1,4,3,0,3,0,1
5,1,139.0,8,27,4,1,0,3,0,0
240,2,253.1,12,31,4,1,2,0,3,0
38,0,99.0,6,1,4,2,0,0,0,1
0,0,119.0,6,2,4,1,0,3,0,1
20,0,102.4,12,23,4,2,2,0,0,1
180,0,85.5,8,25,4,2,0,3,0,0
84,1,76.5,8,6,4,3,0,0,0,0
81,0,85.0,9,5,3,3,1,0,0,1
0,0,100.0,10,15,3,2,0,0,0,1
1,2,141.0,6,18,4,1,2,0,0,1
6,0,65.0,8,12,2,1,0,0,0,1
7,0,134.0,8,27,4,1,1,0,0,1
85,1,90.9,10,30,4,0,2,0,0,0
5,0,89.0,4,5,4,1,0,3,0,1
1,0,65.0,3,9,2,2,0,0,0,1
5,0,47.25,8,15,3,1,2,1,0,1
5,2,177.0,5,3,4,2,0,0,3,1
7,1,18.0,12,6,4,1,0,0,0,1
65,1,76.5,7,11,4,1,2,0,0,0
44,1,135.22,3,27,4,3,2,0,3,0
189,1,60.0,3,25,3,2,1,0,3,1
31,1,98.1,6,26,4,2,2,3,0,1
0,0,67.95,12,2,4,4,0,3,0,1
195,0,98.1,9,3,4,1,1,3,0,0
152,2,140.7,8,4,4,3,0,0,0,0
154,1,72.25,6,29,3,4,1,0,0,1
63,0,118.43,9,24,3,4,2,0,0,1
14,1,124.0,8,31,4,1,0,0,0,1
129,1,80.75,6,27,4,4,1,3,0,0
117,0,48.6,7,7,4,15,5,0,0,0
125,2,105.3,8,20,4,2,2,0,0,1
5,0,95.0,4,11,0,8,3,0,0,1
37,0,70.0,12,14,3,2,1,0,0,1
138,1,105.9,5,31,4,3,0,0,0,1
61,0,90.0,11,21,3,1,2,0,3,1
0,0,4.5,11,28,1,1,1,0,0,1
12,0,80.0,1,26,2,2,0,0,0,1
302,2,90.3,12,29,4,3,0,0,0,0
10,0,153.0,8,20,4,2,0,0,5,1
47,1,93.6,12,2,4,1,0,0,0,1
87,1,112.01,5,29,4,2,2,0,1,1
43,0,69.53,2,5,4,2,1,0,1,0
5,0,95.0,4,4,0,3,1,0,0,0
5,1,0.0,5,9,1,0,1,0,0,1
36,1,68.07,12,10,4,6,2,0,0,1
9,1,131.33,4,8,4,2,1,0,3,1
165,0,99.45,8,8,4,5,2,0,0,0
47,2,114.48,7,2,4,2,2,0,3,1
25,0,84.0,7,12,3,4,0,3,0,1
45,1,159.12,5,17,3,2,0,0,5,1
5,0,97.0,3,6,3,0,1,0,0,1
49,1,67.22,3,9,4,1,0,0,3,1
180,1,99.68,8,11,4,6,2,0,3,1
203,1,105.3,8,10,4,3,0,0,0,0
117,1,99.45,5,13,4,2,2,3,0,1
152,1,90.95,6,27,4,3,1,0,0,1
16,2,65.0,12,4,2,0,1,0,0,1
5,1,134.3,11,8,4,5,0,1,0,1
